STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
038620,99999, 20190216,   46.9,24,   45.8,24, 1022.6, 8, 1021.3, 8,   3.2,24,   5.3,24,   9.9, 999.9,   51.8*,  30.9 , 0.01G,999.9, 100000,
038620,99999, 20190217,   48.4,24,   45.6,24, 1017.1, 7, 1015.9, 7,   5.2,22,   6.7,24,  11.1, 999.9,   52.2*,  40.1 , 0.00G,999.9, 100000,
038620,99999, 20190218,   45.4,24,   43.1,24, 1016.3, 9, 1015.0, 9,   5.8,24,   5.6,24,  11.1, 999.9,   50.0*,  34.2*, 0.01G,999.9, 110000,
038620,99999, 20190219,   42.7,24,   39.2,24, 1018.7, 9, 1017.5, 9,   6.7,23,   6.5,24,  13.0, 999.9,   51.8*,  28.4*, 0.07G,999.9, 100000,
038620,99999, 20190220,   48.6,24,   44.8,24, 1020.1,10, 1018.9,10,   7.1,24,   9.2,24,  13.0, 999.9,   51.8*,  45.3 , 0.01G,999.9, 010000,
038620,99999, 20190221,   49.1,24,   46.5,24, 1026.1, 9, 1024.8, 9,   5.7,23,   5.3,24,   9.9, 999.9,   53.6*,  44.2*, 0.00G,999.9, 110000,
038620,99999, 20190222,   43.8,24,   42.9,24, 1033.3,10, 1032.0,10,   1.4,24,   4.5,24,   8.9, 999.9,   48.2*,  39.6 , 0.00G,999.9, 110000,
038620,99999, 20190223,   45.2,24,   42.3,24, 1033.0, 7, 1031.7, 7,   1.6,24,   3.8,24,  12.0, 999.9,   55.4*,  37.4 , 0.01G,999.9, 110000,
038620,99999, 20190224,   41.6,24,   34.0,24, 1034.3, 8, 1033.0, 8,   1.9,12,   3.3,24,   8.0, 999.9,   59.0*,  29.5 , 0.00G,999.9, 100000,
038620,99999, 20190225,   42.0,24,   30.0,24, 1035.5,10, 1034.2,10,   7.0,13,   2.2,24,   6.0, 999.9,   62.8*,  26.6*, 0.01G,999.9, 000000,
038620,99999, 20190226,   42.6,24,   33.5,24, 1032.3, 9, 1031.0, 9,   7.5,11,   3.9,24,  12.0, 999.9,   62.6*,  27.7 , 0.00G,999.9, 000000,
038620,99999, 20190227,   41.7,24,   37.3,24, 1025.8, 9, 1024.5, 9,   3.4,24,   2.9,24,   7.0, 999.9,   59.0*,  26.8 , 0.00G,999.9, 110000,
038620,99999, 20190228,   48.3,24,   45.5,24, 1018.4, 9, 1017.1, 9,   4.7,24,   8.6,24,  15.9, 999.9,   55.9*,  33.8 , 0.00G,999.9, 110000,
038620,99999, 20190301,   47.5,24,   43.6,24, 1017.4, 9, 1016.2, 9,   5.8,24,   6.6,24,  11.1, 999.9,   53.6*,  39.2*, 0.15G,999.9, 110000,
038620,99999, 20190302,   51.4,24,   48.5,24, 1010.4,10, 1009.2,10,   5.0,24,  12.4,24,  21.0,  31.1,   56.5 ,  47.1 , 0.15G,999.9, 010000,
038620,99999, 20190303,   51.2,24,   48.7,24, 1003.2, 7, 1002.0, 7,   5.6,24,  16.7,24,  24.1,  41.0,   53.6 ,  48.2*, 0.20G,999.9, 010000,
038620,99999, 20190304,   43.6,24,   38.6,24,  993.4, 9,  992.2, 9,   9.0,21,  10.9,24,  20.0,  24.1,   50.9 ,  37.4*, 0.70G,999.9, 010000,
038620,99999, 20190305,   45.5,24,   41.7,24, 1001.1,10,  999.9,10,  10.2,22,   8.6,24,  15.0, 999.9,   51.8*,  35.6 , 0.11G,999.9, 010000,
038620,99999, 20190306,   50.2,24,   47.0,24,  992.0, 8,  990.8, 8,   6.6,24,  14.2,24,  18.1,  28.0,   54.3 ,  44.8*, 0.52G,999.9, 010000,
038620,99999, 20190307,   46.2,24,   39.0,24,  994.9, 9,  993.7, 9,  10.5,24,  14.4,24,  27.0,  36.9,   54.3 ,  40.6 , 0.15G,999.9, 010000,
038620,99999, 20190308,   44.6,24,   41.0,24, 1009.7, 8, 1008.4, 8,   8.8,19,   9.0,24,  15.9,  27.0,   51.8*,  32.0 , 0.02G,999.9, 010000,
038620,99999, 20190309,   49.1,24,   40.7,24, 1012.7, 9, 1011.4, 9,   7.5,21,  11.1,24,  26.0,  38.1,   57.2*,  41.4 , 0.07G,999.9, 010000,
038620,99999, 20190310,   47.4,23,   38.3,23, 1004.6, 6, 1003.4, 6,   6.0,23,  18.8,23,  33.0,  55.0,   52.2*,  35.6*, 0.25G,999.9, 010000,
038620,99999, 20190311,   45.7,24,   34.4,24, 1022.1, 8, 1020.8, 8,  10.4,22,  14.1,24,  21.0,  35.0,   52.3*,  35.4 , 0.04G,999.9, 010000,
038620,99999, 20190312,   45.6,24,   41.7,24, 1014.5, 8, 1013.3, 8,   5.8,22,  15.6,24,  24.1,  39.0,   50.0*,  39.2*, 0.13G,999.9, 010000,
038620,99999, 20190313,   47.4,24,   36.6,24, 1011.9,15, 1010.7,15,  11.0,24,  17.4,24,  26.0,  39.0,   53.4 ,  42.3 , 0.49G,999.9, 000000,
038620,99999, 20190314,   51.4,24,   45.5,24, 1012.2, 8, 1010.9, 8,   7.8,23,  15.4,24,  26.0,  39.0,   57.2*,  46.0 , 0.02G,999.9, 010000,
038620,99999, 20190315,   54.3,24,   49.7,24, 1010.1, 8, 1008.9, 8,   8.1,24,  15.6,24,  22.0,  33.0,   57.7 ,  51.3 , 0.05G,999.9, 010000,
038620,99999, 20190316,   50.7,24,   46.1,24, 1007.8, 9, 1006.6, 9,   7.3,24,  19.8,24,  26.0,  42.0,   53.6*,  45.9*, 0.00G,999.9, 010000,
038620,99999, 20190317,   43.6,24,   35.0,24, 1003.1, 7, 1001.9, 7,  11.0,22,  12.0,24,  18.1,  28.9,   52.9 ,  36.5 , 0.17G,999.9, 010000,
038620,99999, 20190318,   44.6,24,   40.2,24, 1020.2, 8, 1019.0, 8,   8.1,21,   6.6,24,  13.0, 999.9,   50.0*,  37.8 , 0.00G,999.9, 010000,
038620,99999, 20190319,   45.2,24,   42.7,24, 1027.0, 8, 1025.8, 8,   4.7,23,   3.5,24,   7.0, 999.9,   53.8*,  32.2 , 0.06G,999.9, 110000,
038620,99999, 20190320,   49.7,24,   47.0,24, 1031.9, 8, 1030.6, 8,   5.5,24,   4.6,24,  11.1, 999.9,   55.4*,  44.6 , 0.02G,999.9, 100000,
038620,99999, 20190321,   51.4,24,   47.9,24, 1033.2, 8, 1031.9, 8,   6.3,24,   3.5,24,   6.0, 999.9,   55.9*,  48.2*, 0.00G,999.9, 100000,
038620,99999, 20190322,   49.3,24,   45.8,24, 1030.0, 7, 1028.7, 7,   7.6,24,   5.5,24,   8.0, 999.9,   50.7*,  47.8 , 0.00G,999.9, 000000,
038620,99999, 20190323,   49.0,24,   45.8,24, 1029.8, 7, 1028.5, 7,   4.2,24,   4.3,24,   9.9, 999.9,   55.4*,  41.2 , 0.00G,999.9, 110000,
038620,99999, 20190324,   46.7,24,   37.8,24, 1031.5, 7, 1030.2, 7,   7.5,15,   7.0,24,  14.0, 999.9,   57.2*,  35.2 , 0.00G,999.9, 000000,
038620,99999, 20190325,   46.2,24,   34.7,24, 1031.8, 8, 1030.5, 8,   9.4,16,   7.6,24,  15.0, 999.9,   55.8*,  34.7*, 0.00G,999.9, 000000,
038620,99999, 20190326,   43.1,24,   33.8,24, 1035.5, 6, 1034.2, 6,   7.6,14,   4.2,24,   8.9, 999.9,   57.6*,  27.3 , 0.00G,999.9, 000000,
038620,99999, 20190327,   44.8,24,   36.3,24, 1035.1, 7, 1033.8, 7,   6.9,21,   4.3,24,  11.1, 999.9,   57.9*,  29.5 , 0.00G,999.9, 000000,
038620,99999, 20190328,   44.9,24,   39.8,24, 1036.5, 6, 1035.2, 6,   4.1,23,   3.4,24,   8.0, 999.9,   57.2*,  31.6 , 0.00G,999.9, 100000,
038620,99999, 20190329,   47.3,24,   40.3,24, 1030.6, 8, 1029.3, 8,   3.3,23,   2.8,24,   7.0, 999.9,   59.0*,  37.4 , 0.00G,999.9, 100000,
038620,99999, 20190330,   48.0,24,   40.6,24, 1022.4, 8, 1021.1, 8,   3.5,24,   3.3,24,   8.0, 999.9,   64.4*,  32.0*, 0.01G,999.9, 000000,
038620,99999, 20190331,   49.4,24,   41.3,24, 1022.3, 7, 1021.1, 7,   5.3,20,   8.5,24,  13.0, 999.9,   57.2*,  41.4 , 0.00G,999.9, 000000,
038620,99999, 20190401,   46.6,24,   38.6,24, 1021.4, 6, 1020.1, 6,  10.8, 7,   5.1,24,   9.9, 999.9,   59.7*,  36.9 , 0.00G,999.9, 000000,
038620,99999, 20190402,   41.9,24,   36.6,24, 1007.3, 7, 1006.1, 7,   4.7,23,   6.0,24,  17.1, 999.9,   53.6*,  32.7 , 0.00G,999.9, 111000,
038620,99999, 20190403,   37.8,24,   32.3,24, 1000.0, 7,  998.7, 7,   5.8,22,   4.4,24,  11.1, 999.9,   48.4*,  24.8 , 0.18G,999.9, 111000,
038620,99999, 20190404,   43.1,24,   38.9,24,  994.3, 8,  993.1, 8,   8.4,24,  12.3,24,  20.0,  32.1,   47.8*,  36.0 , 0.08G,999.9, 010000,
038620,99999, 20190405,   48.8,24,   40.4,24,  995.4, 6,  994.1, 6,   7.7,20,  13.2,24,  22.9,  32.1,   50.0*,  42.4 , 1.00G,999.9, 010000,
038620,99999, 20190406,   49.0,24,   41.5,24, 1003.0, 8, 1001.8, 8,   5.5,22,   9.9,24,  15.0, 999.9,   55.8*,  42.1 , 0.07G,999.9, 000000,
038620,99999, 20190407,   49.0,24,   44.1,24, 1005.3, 6, 1004.0, 6,   3.3,24,   6.6,24,  11.1, 999.9,   57.6*,  42.8*, 0.00G,999.9, 100000,
038620,99999, 20190408,   49.0,24,   44.6,24, 1010.1, 8, 1008.9, 8,   4.0,22,   3.7,24,   8.9, 999.9,   59.0*,  37.9 , 0.00G,999.9, 100000,
038620,99999, 20190409,   46.4,24,   44.3,24, 1013.0, 8, 1011.7, 8,   3.4,24,   5.8,24,  12.0, 999.9,   54.0*,  37.0 , 0.00G,999.9, 110000,
038620,99999, 20190410,   47.3,24,   37.7,24, 1017.1, 6, 1015.9, 6,   7.2,20,   8.5,24,  14.0, 999.9,   57.2*,  38.5*, 0.21G,999.9, 010000,
038620,99999, 20190411,   42.6,24,   33.5,24, 1025.0, 9, 1023.8, 9,  10.4,13,   5.4,24,   9.9, 999.9,   52.2*,  31.5 , 0.00G,999.9, 000000,
038620,99999, 20190412,   44.5,24,   33.6,24, 1026.6, 6, 1025.3, 6,   7.1,19,   5.6,24,   9.9, 999.9,   53.6*,  32.7 , 0.00G,999.9, 100000,
038620,99999, 20190413,   42.1,24,   31.8,24, 1026.1, 7, 1024.8, 7,   6.7,20,   8.0,24,  14.0, 999.9,   50.7*,  32.4 , 0.00G,999.9, 000000,
038620,99999, 20190414,   42.3,24,   30.4,24, 1024.7, 6, 1023.5, 6,   8.0,16,   9.7,24,  14.0, 999.9,   48.2*,  32.0 , 0.00G,999.9, 000000,
038620,99999, 20190415,   50.5,24,   34.9,24, 1021.9, 6, 1020.7, 6,   6.3,15,  13.8,24,  20.0,  29.9,   56.1*,  43.2 , 0.00G,999.9, 000000,
038620,99999, 20190416,   50.2,24,   44.5,24, 1015.0, 8, 1013.8, 8,   3.8,23,   3.9,23,   8.0, 999.9,   57.2*,  44.6*, 0.02G,999.9, 010000,
038620,99999, 20190417,   48.5,24,   44.2,24, 1018.9, 7, 1017.7, 7,   2.1,24,   4.4,24,   9.9, 999.9,   60.8*,  36.5 , 0.02G,999.9, 100000,
038620,99999, 20190418,   58.9,24,   45.8,24, 1021.3, 7, 1020.1, 7,   4.5,15,   9.3,24,  15.0, 999.9,   71.6*,  45.1 , 0.00G,999.9, 000000,
038620,99999, 20190419,   60.7,24,   43.0,24, 1024.8, 5, 1023.6, 5,   7.4, 6,   5.3,24,   9.9, 999.9,   75.4*,  46.0 , 0.00G,999.9, 000000,
038620,99999, 20190420,   59.3,24,   42.1,24, 1028.9, 8, 1027.7, 8,   9.3, 8,   4.4,24,  12.0, 999.9,   77.0*,  37.9 , 0.00G,999.9, 000000,
038620,99999, 20190421,   57.0,24,   40.9,24, 1023.0, 6, 1021.8, 6,   7.5, 6,   4.1,24,  12.0, 999.9,   73.8*,  38.3 , 0.00G,999.9, 000000,
038620,99999, 20190422,   54.4,24,   44.3,24, 1007.0, 8, 1005.8, 8,   5.6,16,   3.8,24,  11.1, 999.9,   70.0*,  39.0 , 0.00G,999.9, 000000,
038620,99999, 20190423,   58.0,24,   46.6,24,  997.3, 7,  996.1, 7,   7.0, 8,   3.4,24,   8.0, 999.9,   69.8*,  47.3 , 0.00G,999.9, 000000,
038620,99999, 20190424,   53.0,24,   47.8,24,  993.2, 6,  992.0, 6,   5.1,24,   7.7,24,  15.9, 999.9,   57.2*,  50.0*, 0.00G,999.9, 010000,
038620,99999, 20190425,   52.8,24,   45.9,24,  997.9, 8,  996.7, 8,   8.7,24,  12.6,24,  19.0,  26.0,   57.2*,  47.5*, 0.41G,999.9, 010000,
038620,99999, 20190426,   49.7,24,   44.8,24, 1007.3, 7, 1006.0, 7,   7.2,24,  10.1,24,  18.1,  28.9,   58.5 ,  36.9 , 0.00G,999.9, 010000,
038620,99999, 20190427,   49.8,24,   36.1,24, 1012.2, 8, 1011.0, 8,   8.4,24,  17.8,24,  27.0,  42.9,   57.6 ,  44.6 , 0.11G,999.9, 010000,
038620,99999, 20190428,   49.9,24,   41.0,24, 1021.6,11, 1020.4,11,   9.8,22,   8.4,24,  15.0, 999.9,   59.0*,  40.6 , 0.02G,999.9, 000000,
038620,99999, 20190429,   49.4,24,   42.7,24, 1024.9, 6, 1023.7, 6,   7.1,20,   4.0,24,   8.9, 999.9,   59.0*,  39.2*, 0.00G,999.9, 000000,
038620,99999, 20190430,   47.8,24,   42.3,24, 1024.8, 6, 1023.5, 6,   5.1,18,   4.7,24,  11.1, 999.9,   59.0*,  32.2 , 0.00G,999.9, 000000,
038620,99999, 20190501,   51.0,24,   45.8,24, 1019.4, 7, 1018.2, 7,   5.7,22,   4.2,24,   9.9, 999.9,   59.0*,  42.3 , 0.00G,999.9, 010000,
038620,99999, 20190502,   50.8,24,   44.2,24, 1016.1, 8, 1014.9, 8,   7.5,22,   8.5,24,  14.0, 999.9,   59.0*,  40.8 , 0.01G,999.9, 010000,
038620,99999, 20190503,   49.3,24,   42.2,24, 1015.6, 7, 1014.3, 7,   5.6,24,   5.9,24,  14.0, 999.9,   59.0*,  33.8*, 0.02G,999.9, 100000,
038620,99999, 20190504,   47.2,24,   32.5,24, 1016.7, 6, 1015.5, 6,   8.2,19,  10.9,24,  18.1, 999.9,   55.4*,  39.2*, 0.02G,999.9, 010000,
038620,99999, 20190505,   45.2,24,   33.3,24, 1026.5, 6, 1025.2, 6,   8.3,17,   4.6,24,   9.9, 999.9,   54.1*,  29.1 , 0.00G,999.9, 000000,
038620,99999, 20190506,   45.7,24,   34.5,24, 1023.6, 6, 1022.3, 6,   7.4,22,   4.7,24,  12.0, 999.9,   55.4*,  31.6 , 0.00G,999.9, 000000,
038620,99999, 20190507,   49.1,24,   40.1,24, 1016.6, 6, 1015.3, 6,   7.8,18,   6.2,24,  11.1, 999.9,   57.2*,  38.1 , 0.00G,999.9, 010000,
038620,99999, 20190508,   53.4,24,   48.2,24,  998.9, 5,  997.7, 5,   5.5,22,  13.0,24,  20.0,  29.9,   59.4*,  48.2*, 0.61G,999.9, 010000,
038620,99999, 20190509,   51.4,24,   43.4,24,  995.0, 6,  993.8, 6,   6.6,24,   9.2,24,  19.0, 999.9,   60.8*,  40.1*, 0.01G,999.9, 010000,
038620,99999, 20190510,   48.5,24,   42.1,24, 1008.1, 6, 1006.8, 6,   7.3,21,   4.2,24,  11.1, 999.9,   57.9*,  32.9 , 0.02G,999.9, 000000,
038620,99999, 20190511,   53.0,24,   41.9,24, 1014.1, 6, 1012.9, 6,   6.0,17,   7.3,24,  13.0, 999.9,   62.6*,  42.6 , 0.00G,999.9, 000000,
038620,99999, 20190512,   51.2,24,   42.5,24, 1033.9, 7, 1032.7, 7,   8.7,14,   5.1,24,   9.9, 999.9,   60.8*,  40.3 , 0.00G,999.9, 000000,
038620,99999, 20190513,   50.6,24,   40.2,24, 1038.9, 7, 1037.6, 7,   8.6,15,   5.7,24,  12.0, 999.9,   60.8*,  36.5 , 0.00G,999.9, 000000,
038620,99999, 20190514,   54.4,23,   37.9,23, 1035.8, 5, 1034.5, 5,  17.4, 5,   7.3,23,  14.0, 999.9,   66.7*,  36.3 , 0.00G,999.9, 000000,
038620,99999, 20190515,   54.0,23,   37.7,23, 1028.0, 5, 1026.7, 5,  18.6, 5,   6.4,23,  12.0, 999.9,   64.4*,  37.8 , 0.00G,999.9, 000000,
038620,99999, 20190520,   56.1,24,   50.6,24, 1012.2, 6, 1011.0, 6,   5.9,19,   4.4,24,   7.0, 999.9,   63.1*,  46.4*, 0.20G,999.9, 010000,
038620,99999, 20190521,   56.7,24,   43.8,24, 1017.9, 7, 1016.6, 7,   7.9,12,   5.1,24,   8.9, 999.9,   69.4*,  40.8 , 0.00G,999.9, 100000,
038620,99999, 20190522,   57.1,22,   43.9,22, 1020.4, 7, 1019.2, 7,   8.6,13,   4.9,22,   8.9, 999.9,   66.6*,  43.7 , 0.00G,999.9, 000000,
038620,99999, 20190523,   57.1,23,   45.0,23, 1017.3, 7, 1016.1, 7,   6.7,15,   5.7,23,  11.1, 999.9,   68.2*,  41.5 , 0.00G,999.9, 000000,
038620,99999, 20190524,   61.2,23,   49.5,23, 1016.9, 5, 1015.7, 5,   6.4,18,   7.5,23,  11.1, 999.9,   69.8*,  52.7 , 0.00G,999.9, 000000,
038620,99999, 20190525,   63.1,19,   52.7,19, 9999.9, 0, 9999.9, 0,   6.0,11,   7.4,19,  13.0, 999.9,   69.8*,  53.6*, 0.00I,999.9, 000000,
038620,99999, 20190526,   61.6,18,   54.9,18, 9999.9, 0, 9999.9, 0,   6.2,18,   9.2,18,  13.0, 999.9,   66.2*,  53.6*,99.99 ,999.9, 010000,
038620,99999, 20190527,   59.4,19,   45.6,19, 9999.9, 0, 9999.9, 0,   6.4,19,  10.7,19,  17.1, 999.9,   68.0*,  48.2*,99.99 ,999.9, 010000,
038620,99999, 20190528,   56.1,24,   44.8,24, 1011.4, 6, 1010.2, 6,   8.3,22,   9.6,24,  14.0, 999.9,   64.4*,  49.3 , 0.00E,999.9, 010000,
038620,99999, 20190529,   53.1,24,   49.0,24, 1019.3, 5, 1018.1, 5,   6.2,21,   7.7,24,  15.9, 999.9,   59.0*,  42.4 , 0.00G,999.9, 010000,
038620,99999, 20190530,   62.5,24,   55.6,24, 1021.3, 7, 1020.1, 7,   6.4,20,   9.6,24,  14.0, 999.9,   71.6*,  56.7 , 0.05G,999.9, 000000,
038620,99999, 20190531,   59.5,24,   52.9,24, 1024.3, 6, 1023.1, 6,   7.2,20,   6.9,24,   9.9, 999.9,   65.7*,  53.6*, 0.00G,999.9, 110000,
038620,99999, 20190601,   59.6,24,   51.7,24, 1019.4, 8, 1018.2, 8,   5.9,12,   5.4,24,   9.9, 999.9,   69.8*,  42.8 , 0.02G,999.9, 100000,
038620,99999, 20190602,   59.4,24,   54.6,24, 1011.9, 8, 1010.7, 8,   6.6,23,   7.7,24,  12.0, 999.9,   66.2*,  49.3*, 0.00G,999.9, 010000,
038620,99999, 20190603,   58.0,24,   49.1,24, 1012.3, 7, 1011.1, 7,   7.1,24,   8.7,24,  15.0, 999.9,   66.2*,  45.3 , 0.02G,999.9, 000000,
038620,99999, 20190604,   57.7,24,   51.5,24, 1008.5, 7, 1007.3, 7,   7.0,24,   7.2,24,  18.1, 999.9,   66.2*,  50.0 , 0.00G,999.9, 010000,
038620,99999, 20190605,   56.7,24,   47.3,24, 1004.1, 5, 1002.9, 5,   7.3,22,   7.7,24,  12.0, 999.9,   63.0*,  49.1*, 0.01G,999.9, 000000,
038620,99999, 20190606,   54.1,24,   44.2,24, 1009.2, 7, 1008.0, 7,   7.1,23,   6.5,24,  15.0, 999.9,   62.8*,  38.5 , 0.00G,999.9, 000000,
038620,99999, 20190607,   54.7,24,   52.1,24, 1005.8, 6, 1004.7, 6,   5.9,24,   9.7,24,  17.1, 999.9,   62.6*,  51.1 , 0.21G,999.9, 010000,
038620,99999, 20190608,   56.5,24,   49.7,24, 1005.3, 5, 1004.1, 5,   6.9,21,  14.2,24,  21.0,  33.0,   62.6*,  51.3 , 0.90G,999.9, 010000,
038620,99999, 20190609,   54.5,24,   46.4,24, 1020.7, 7, 1019.5, 7,   7.8,23,   4.4,24,   9.9, 999.9,   62.8*,  40.8 , 0.04G,999.9, 100000,
038620,99999, 20190610,   51.2,24,   48.1,24, 1017.0, 6, 1015.8, 6,   6.9,20,   5.6,24,  11.1, 999.9,   57.6*,  45.3 , 0.00G,999.9, 010000,
038620,99999, 20190611,   53.3,24,   49.8,24, 1010.9, 7, 1009.7, 7,   7.2,24,   9.1,24,  13.0, 999.9,   60.3*,  48.6 , 0.60G,999.9, 010000,
038620,99999, 20190612,   54.4,24,   50.4,24, 1011.1, 6, 1009.9, 6,   8.2,24,   5.4,24,   8.9, 999.9,   61.2*,  50.0*, 0.08G,999.9, 010000,
038620,99999, 20190613,   54.7,24,   52.7,24, 1006.7, 6, 1005.5, 6,   6.0,24,   8.7,24,  15.0, 999.9,   56.1*,  52.7 , 0.50G,999.9, 010000,
038620,99999, 20190614,   57.4,24,   51.6,24, 1009.4, 7, 1008.2, 7,   7.2,24,   9.0,24,  15.9, 999.9,   61.0*,  53.6*, 0.12G,999.9, 010000,
038620,99999, 20190615,   57.4,24,   50.5,24, 1012.6, 7, 1011.4, 7,   8.2,23,   9.8,24,  15.0, 999.9,   62.6*,  51.8*, 0.00G,999.9, 010000,
038620,99999, 20190616,   58.9,24,   53.6,24, 1015.6, 6, 1014.4, 6,   7.5,24,   9.6,24,  15.9,  24.1,   64.4*,  52.3 , 0.06G,999.9, 010000,
038620,99999, 20190617,   59.6,24,   51.2,24, 1017.9, 6, 1016.7, 6,   7.2,22,   7.7,24,  13.0, 999.9,   66.2*,  50.0*, 0.02G,999.9, 000000,
038620,99999, 20190618,   56.9,24,   54.8,24, 1014.3, 7, 1013.1, 7,   4.8,24,   3.6,24,   7.0, 999.9,   63.1*,  45.9 , 0.00G,999.9, 110000,
038620,99999, 20190619,   60.0,24,   56.6,24, 1008.1, 5, 1006.9, 5,   4.7,22,   4.9,24,   9.9, 999.9,   66.2*,  53.6*, 0.10G,999.9, 010000,
038620,99999, 20190620,   56.9,24,   49.9,24, 1013.2, 7, 1012.0, 7,   7.0,24,   8.1,24,  15.0, 999.9,   64.9*,  46.0 , 0.06G,999.9, 010000,
038620,99999, 20190621,   56.9,24,   49.4,24, 1019.1, 7, 1017.9, 7,   6.6,20,   5.3,24,   9.9, 999.9,   68.0*,  41.5 , 0.00G,999.9, 000000,
038620,99999, 20190622,   57.6,24,   46.4,24, 1021.8, 5, 1020.6, 5,   8.2,14,   4.9,24,   9.9, 999.9,   66.9*,  42.1 , 0.00G,999.9, 000000,
038620,99999, 20190623,   64.2,24,   56.0,24, 1017.0, 6, 1015.8, 6,  10.3,10,   5.8,24,  11.1, 999.9,   73.4*,  53.2 , 0.00G,999.9, 010000,
038620,99999, 20190624,   64.9,24,   59.9,24, 1013.6, 6, 1012.5, 6,   5.2,24,   4.6,24,  11.1, 999.9,   74.8*,  58.1 , 0.00G,999.9, 010000,
038620,99999, 20190625,   65.5,24,   61.0,24, 1018.5, 7, 1017.3, 7,   6.3,22,   3.5,24,   7.0, 999.9,   73.6*,  59.0*, 0.22G,999.9, 010000,
038620,99999, 20190626,   67.4,24,   60.8,24, 1023.2, 5, 1022.0, 5,   5.5,24,  11.3,24,  15.9,  22.9,   75.4*,  59.0*, 0.01G,999.9, 000000,
038620,99999, 20190627,   66.9,24,   52.7,24, 1026.3, 7, 1025.1, 7,   8.7,24,  12.6,24,  18.1, 999.9,   79.3*,  55.8 , 0.00G,999.9, 000000,
038620,99999, 20190628,   69.3,24,   52.9,24, 1023.3, 6, 1022.1, 6,   7.8,24,  10.5,24,  18.1, 999.9,   82.4*,  55.0 , 0.00G,999.9, 000000,
038620,99999, 20190629,   71.6,24,   59.7,24, 1018.1, 5, 1016.9, 5,   7.1,24,   6.9,24,  14.0, 999.9,   82.4*,  60.6 , 0.00G,999.9, 000000,
038620,99999, 20190630,   63.6,24,   55.8,24, 1015.9, 6, 1014.6, 6,   7.8,24,   8.4,24,  14.0, 999.9,   71.8*,  52.9 , 0.00G,999.9, 000000,
