STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
038620,99999, 20180911,   64.8,24,   61.0,24, 1020.3, 7, 1019.1, 7,   7.5,24,  12.2,24,  17.1,  26.0,   68.0*,  62.1 , 0.00G,999.9, 010000,
038620,99999, 20180912,   55.5,24,   52.9,24, 1020.2, 5, 1019.0, 5,   5.6,24,   5.5,24,  11.1, 999.9,   63.9*,  41.0*, 0.07G,999.9, 110000,
038620,99999, 20180913,   52.8,24,   44.8,24, 1023.6,10, 1022.4,10,   9.1,21,   4.4,24,   9.9, 999.9,   66.6*,  36.5 , 0.03G,999.9, 110000,
038620,99999, 20180914,   56.6,24,   49.1,24, 1022.2,11, 1021.0,11,  10.2,23,   6.6,24,  17.5,  24.1,   66.2*,  44.8 , 0.00G,999.9, 010000,
038620,99999, 20180915,   56.7,17,   49.9,17, 1023.4, 5, 1022.2, 5,   6.9,14,   5.3,17,  11.1, 999.9,   69.8*,  43.3 , 0.00G,999.9, 100000,
038620,99999, 20180916,   64.5,22,   57.9,22, 1019.1, 6, 1017.9, 6,   8.0,15,   8.3,22,  14.0, 999.9,   72.7 ,  51.8 , 0.00G,999.9, 000000,
038620,99999, 20180917,   65.8, 4,   60.1, 4, 9999.9, 0, 9999.9, 0,   7.5, 4,   7.7, 4,   9.9, 999.9,   69.8*,  63.3*, 0.00A,999.9, 000000,
038620,99999, 20180918,   65.2,14,   58.2,14, 9999.9, 0, 9999.9, 0,   7.0,14,  12.8,14,  15.9,  24.1,   68.0*,  64.4*, 0.00E,999.9, 010000,
038620,99999, 20180919,   64.9,24,   60.8,24, 1012.8, 6, 1011.6, 6,   6.2,24,  14.9,24,  24.1,  36.9,   69.8 ,  61.5*, 0.08G,999.9, 010000,
038620,99999, 20180920,   64.9,24,   60.7,24, 1012.9,11, 1011.7,11,   6.8,24,  16.5,24,  24.1,  42.0,   69.1 ,  61.2 , 0.04G,999.9, 010000,
038620,99999, 20180921,   56.3,24,   46.1,24, 1004.8, 6, 1003.6, 6,   8.0,21,  14.4,24,  26.0,  38.1,   64.9 ,  48.0 , 0.26G,999.9, 010000,
038620,99999, 20180922,   52.9,24,   50.2,24, 1019.5, 6, 1018.2, 6,   5.3,22,   7.2,24,  13.0, 999.9,   54.3*,  50.0 , 0.00G,999.9, 010000,
038620,99999, 20180923,   51.4,22,   46.8,22, 1012.9, 5, 1011.7, 5,   4.1,20,   9.7,22,  19.0, 999.9,   58.6 ,  42.8*, 0.72G,999.9, 010000,
038620,99999, 20180924,   41.8, 5,   38.0, 5, 9999.9, 0, 9999.9, 0, 999.9, 0,   1.9, 5,   2.9, 999.9,   48.4*,  37.4*, 0.00G,999.9, 000000,
038620,99999, 20180925,   47.3,24,   40.4,24, 1038.1, 6, 1036.8, 6,   7.2,17,   3.7,24,   9.9, 999.9,   62.6*,  32.0*, 0.00G,999.9, 000000,
038620,99999, 20180926,   50.2,24,   44.3,24, 1034.3, 5, 1033.0, 5,   7.2, 9,   2.7,24,   7.0, 999.9,   66.4*,  34.9 , 0.00G,999.9, 100000,
038620,99999, 20180927,   52.4,24,   47.6,24, 1030.4, 5, 1029.1, 5,   2.2,14,   2.5,24,   7.0, 999.9,   72.0*,  38.3 , 0.01G,999.9, 100000,
038620,99999, 20180928,   53.0,24,   44.8,24, 1026.0, 5, 1024.7, 5,   6.3,18,   7.3,24,  14.0, 999.9,   62.6*,  42.8 , 0.01G,999.9, 000000,
038620,99999, 20180929,   48.4,24,   41.4,24, 1030.2, 6, 1028.9, 6,   8.0,12,   2.9,24,   6.0, 999.9,   62.6*,  35.6*, 0.00G,999.9, 100000,
038620,99999, 20180930,   47.7,24,   41.2,24, 1022.5, 5, 1021.2, 5,   6.1,21,   5.5,24,  11.1, 999.9,   60.8*,  33.3 , 0.00G,999.9, 000000,
038620,99999, 20181001,   48.6,24,   39.9,24, 1024.7, 5, 1023.4, 5,   7.5,13,   6.6,24,  11.1, 999.9,   60.8 ,  36.7 , 0.00G,999.9, 000000,
038620,99999, 20181002,   59.3,24,   53.6,24, 1023.9, 5, 1022.6, 5,   7.2,21,  11.8,24,  17.1, 999.9,   66.2*,  44.8 , 0.00G,999.9, 010000,
038620,99999, 20181003,   59.2,24,   53.8,24, 1025.9, 5, 1024.7, 5,   6.3,22,   6.7,24,   9.9, 999.9,   69.8*,  49.8 , 0.00G,999.9, 100000,
038620,99999, 20181004,   56.6,24,   54.7,24, 1025.2, 7, 1024.0, 7,   4.2,24,   3.4,24,   8.0, 999.9,   59.2*,  51.1 , 0.01G,999.9, 110000,
038620,99999, 20181005,   56.8,24,   54.5,24, 1018.3, 6, 1017.0, 6,   2.6,24,   2.6,23,   7.0, 999.9,   69.8*,  48.2*, 0.00G,999.9, 100000,
038620,99999, 20181006,   49.1,24,   46.8,24, 1011.5, 6, 1010.3, 6,   3.5,22,  10.9,24,  18.1,  28.0,   53.6*,  46.4*, 0.00G,999.9, 110000,
038620,99999, 20181007,   46.9,24,   38.0,24, 1021.2, 7, 1020.0, 7,   9.9, 7,   5.7,24,  14.0, 999.9,   57.9 ,  37.6*, 0.27G,999.9, 000000,
038620,99999, 20181008,   51.3,24,   46.3,24, 1022.8, 5, 1021.6, 5,   7.0,24,   4.4,24,   8.9, 999.9,   61.2 ,  34.7 , 0.00G,999.9, 000000,
038620,99999, 20181009,   52.9,24,   48.5,24, 1018.9, 7, 1017.7, 7,   6.2,17,   4.2,24,   9.9, 999.9,   66.2*,  39.0 , 0.00G,999.9, 100000,
038620,99999, 20181010,   58.4,24,   53.2,24, 1015.4, 5, 1014.2, 5,   1.8,12,   6.6,24,  14.0, 999.9,   71.6*,  42.6 , 0.00G,999.9, 110000,
038620,99999, 20181011,   60.7,24,   56.1,24, 1002.9, 6, 1001.8, 6,   7.5,21,   9.8,24,  15.9,  28.9,   64.6*,  55.0*, 0.01G,999.9, 010000,
038620,99999, 20181012,   63.4,24,   56.7,24, 1007.3, 5, 1006.1, 5,   6.8,24,  16.7,24,  19.0,  33.0,   66.6*,  54.9 , 0.05G,999.9, 010000,
038620,99999, 20181013,   65.7,24,   59.7,24, 1009.6, 6, 1008.4, 6,   7.5,18,  12.9,24,  18.1, 999.9,   69.8*,  58.6*, 0.11G,999.9, 010000,
038620,99999, 20181014,   53.4,24,   51.8,24, 1007.2, 8, 1006.0, 8,   6.6,24,   8.5,24,  14.0, 999.9,   57.9*,  48.2*, 0.45G,999.9, 010000,
038620,99999, 20181015,   53.6,24,   52.5,24, 1008.2, 6, 1007.0, 6,   6.6,24,   7.0,24,  12.0, 999.9,   57.6*,  48.7 , 0.66G,999.9, 110000,
038620,99999, 20181016,   57.3,24,   55.3,24, 1014.2, 5, 1013.0, 5,   3.6,24,   4.5,24,   9.9, 999.9,   62.6*,  52.2 , 0.02G,999.9, 110000,
038620,99999, 20181017,   55.8,24,   54.9,24, 1017.3, 5, 1016.1, 5,   5.8,24,   3.5,24,   6.0, 999.9,   57.9*,  47.8 , 0.02G,999.9, 010000,
038620,99999, 20181018,   53.7,24,   49.2,24, 1024.9, 6, 1023.7, 6,   7.5,16,   7.1,24,  12.0, 999.9,   60.8*,  44.6*, 0.10G,999.9, 000000,
038620,99999, 20181019,   48.1,21,   43.5,21, 1026.5, 6, 1025.3, 6,   3.5,11,   3.2,21,   6.0, 999.9,   61.2*,  37.0 , 0.00G,999.9, 100000,
038620,99999, 20181020,   47.6,24,   43.5,24, 1029.7, 5, 1028.5, 5,   5.4,14,   1.9,24,   6.0, 999.9,   62.6*,  34.9 , 0.00G,999.9, 100000,
038620,99999, 20181021,   51.0,24,   47.2,24, 1030.1, 7, 1028.8, 7,   4.1,16,   3.9,24,  15.9, 999.9,   64.8*,  39.2*, 0.01G,999.9, 100000,
038620,99999, 20181022,   48.7,24,   39.6,24, 1032.9, 5, 1031.6, 5,  11.7, 9,   8.7,24,  15.0, 999.9,   57.2*,  34.7*, 0.00G,999.9, 000000,
038620,99999, 20181023,   48.9,23,   44.2,23, 1034.7, 7, 1033.4, 7,   9.5,10,   6.6,23,  15.0,  26.0,   60.1*,  34.5*, 0.00E,999.9, 000000,
038620,99999, 20181024,   53.1,23,   48.3,23, 1030.8, 5, 1029.6, 5,   6.7,13,   5.7,23,   8.9, 999.9,   64.6*,  41.0*, 0.00G,999.9, 100000,
038620,99999, 20181025,   44.4,24,   41.2,24, 1024.8, 7, 1023.5, 7,   5.0,24,   4.0,24,  12.0, 999.9,   53.6*,  30.2*, 0.01G,999.9, 110000,
038620,99999, 20181026,   46.8,24,   41.3,24, 1015.9, 6, 1014.7, 6,   8.7,20,   7.8,24,  15.0,  27.0,   53.6*,  35.6*, 0.00G,999.9, 010000,
038620,99999, 20181027,   38.3,24,   33.8,24, 1015.4, 5, 1014.1, 5,   9.0,18,   9.8,24,  17.1, 999.9,   45.5 ,  30.2*, 0.04G,999.9, 010000,
038620,99999, 20181028,   42.5,24,   35.9,24, 1016.9, 6, 1015.7, 6,  10.4,18,  12.3,24,  19.0,  22.9,   50.0*,  36.5 , 0.02G,999.9, 010000,
038620,99999, 20181029,   38.9,24,   33.0,24, 1012.1, 7, 1010.9, 7,  13.4,11,   7.6,24,  11.1, 999.9,   48.9*,  30.2*, 0.00G,999.9, 100000,
038620,99999, 20181030,   37.1,24,   32.7,24,  997.8, 7,  996.5, 7,  10.3,16,   5.9,24,  12.0, 999.9,   48.2*,  26.6*, 0.00G,999.9, 000000,
038620,99999, 20181031,   44.7,24,   39.7,24, 1005.3, 7, 1004.0, 7,   6.9,24,   6.5,24,  14.0, 999.9,   55.4*,  23.4 , 0.00G,999.9, 011000,
038620,99999, 20181101,   43.6,24,   39.2,24, 1006.0, 8, 1004.7, 8,   6.5,21,   5.3,24,  14.0, 999.9,   54.0*,  30.4*, 0.01G,999.9, 010000,
038620,99999, 20181102,   36.8,24,   31.4,24, 1021.0, 8, 1019.8, 8,   7.5,13,   2.2,24,   6.0, 999.9,   53.6*,  23.0*, 0.02G,999.9, 000000,
038620,99999, 20181103,   53.4,24,   45.3,24, 1023.5, 8, 1022.2, 8,   7.9,24,  11.4,24,  15.9,  22.9,   57.6 ,  31.6 , 0.01G,999.9, 000000,
038620,99999, 20181104,   52.2,24,   49.0,24, 1010.7, 9, 1009.5, 9,   5.7,23,   9.3,24,  15.0, 999.9,   55.4*,  47.8*, 0.03G,999.9, 010000,
038620,99999, 20181105,   52.4,24,   49.8,24, 1003.3, 6, 1002.1, 6,   4.8,24,   5.6,24,  13.0, 999.9,   60.8*,  44.6*, 0.14G,999.9, 100000,
038620,99999, 20181106,   56.3,24,   52.7,24,  998.6, 8,  997.5, 8,   6.8,24,  10.5,24,  18.1,  26.0,   59.2*,  44.2 , 0.00G,999.9, 110000,
038620,99999, 20181107,   53.7,24,   49.2,24,  996.8, 8,  995.6, 8,   7.5,24,  13.8,24,  22.0,  34.0,   57.7*,  44.2*, 0.13G,999.9, 010000,
038620,99999, 20181108,   53.4,24,   45.6,24, 1010.9, 9, 1009.7, 9,   8.4,22,  13.2,24,  18.1,  28.0,   57.2*,  35.8 , 0.11G,999.9, 000000,
038620,99999, 20181109,   54.1,24,   48.7,24, 1005.8, 7, 1004.6, 7,   6.7,24,  16.5,24,  27.0,  45.1,   57.2 ,  51.8*, 0.00G,999.9, 010000,
038620,99999, 20181110,   51.3,24,   48.6,24,  993.3,14,  992.1,14,   7.3,21,   6.1,24,  17.1,  20.0,   57.2*,  45.3 , 0.84G,999.9, 010000,
038620,99999, 20181111,   52.2,24,   47.0,24,  996.1, 9,  994.9, 9,   8.5,21,   8.3,24,  14.0,  24.1,   57.2*,  48.2 , 0.64G,999.9, 010000,
038620,99999, 20181112,   53.4,24,   47.6,24, 1007.4, 8, 1006.2, 8,   7.9,24,   9.5,24,  15.0, 999.9,   59.0*,  45.9 , 0.26G,999.9, 010000,
038620,99999, 20181113,   52.8,24,   46.8,24, 1017.2, 8, 1015.9, 8,   8.5,21,   8.8,24,  13.0, 999.9,   58.8*,  45.1 , 0.03G,999.9, 010000,
038620,99999, 20181114,   55.0,24,   50.0,24, 1022.7, 7, 1021.4, 7,   8.2,24,   8.9,24,  13.0, 999.9,   57.4*,  51.8*, 0.00G,999.9, 000000,
038620,99999, 20181115,   53.8,24,   51.5,24, 1019.9, 8, 1018.7, 8,   5.4,24,   5.3,24,   9.9, 999.9,   57.2*,  42.8*, 0.00G,999.9, 010000,
038620,99999, 20181116,   54.5,17,   53.1,17, 1021.9, 6, 1020.7, 6,   3.0,17,   4.5,17,   8.9, 999.9,   55.8*,  51.8*, 0.00G,999.9, 000000,
038620,99999, 20181123,   46.3,24,   43.8,24, 1012.3, 9, 1011.0, 9,   4.3,24,   8.7,24,  11.1, 999.9,   51.8*,  37.0 , 0.00G,999.9, 000000,
038620,99999, 20181124,   45.8,24,   44.4,24, 1008.7, 8, 1007.5, 8,   2.9,24,   8.9,24,  13.0, 999.9,   48.4*,  43.9 , 0.02G,999.9, 010000,
038620,99999, 20181125,   43.3,24,   40.3,24, 1009.0, 8, 1007.7, 8,   5.3,22,   8.6,24,  14.0, 999.9,   48.2*,  35.2*, 0.19G,999.9, 010000,
038620,99999, 20181126,   38.2,24,   35.0,24, 1012.3, 7, 1011.0, 7,   5.6,22,   5.2,24,   9.9, 999.9,   48.2*,  28.2*, 0.00G,999.9, 100000,
038620,99999, 20181127,   40.3,24,   39.5,24, 1016.5, 7, 1015.2, 7,   3.3,23,   7.0,24,  21.0,  27.0,   52.0*,  24.4 , 0.00G,999.9, 110000,
038620,99999, 20181128,   55.0,24,   53.5,24, 1007.6, 7, 1006.4, 7,   4.5,24,  14.3,24,  20.0,  29.9,   57.2*,  41.2 , 0.94G,999.9, 010000,
038620,99999, 20181129,   53.6,24,   49.8,24, 1003.6, 7, 1002.4, 7,   6.2,24,  16.5,24,  27.0,  42.9,   56.1 ,  48.2*, 0.43G,999.9, 010000,
038620,99999, 20181130,   48.7,24,   43.0,24, 1004.8, 7, 1003.6, 7,   8.0,22,   7.5,24,  13.0, 999.9,   53.6*,  43.5*, 0.10G,999.9, 010000,
038620,99999, 20181201,   52.1,24,   50.7,24, 1007.6, 7, 1006.4, 7,   5.1,24,   9.1,24,  17.1, 999.9,   56.1*,  42.8 , 0.11G,999.9, 010000,
038620,99999, 20181202,   56.4,24,   54.4,24,  997.8, 8,  996.6, 8,   7.9,24,  13.2,24,  17.1,  26.0,   58.5 ,  51.8 , 0.54G,999.9, 010000,
038620,99999, 20181203,   52.8,24,   48.9,24, 1004.2, 9, 1003.0, 9,   7.6,24,  12.1,24,  20.0,  29.9,   57.2*,  45.7*, 0.02G,999.9, 010000,
038620,99999, 20181204,   40.9,24,   38.2,24, 1016.0, 6, 1014.7, 6,   6.3,14,   3.4,24,   8.0, 999.9,   46.9*,  28.4*, 0.03G,999.9, 110000,
038620,99999, 20181205,   53.7,24,   52.8,24, 1016.1, 8, 1014.9, 8,   4.3,24,   9.5,24,  15.0, 999.9,   55.6*,  43.5 , 0.17G,999.9, 110000,
038620,99999, 20181206,   53.4,24,   51.9,24, 1013.9,10, 1012.7,10,   5.6,24,   9.3,24,  15.9,  25.1,   55.4*,  43.5 , 0.33G,999.9, 110000,
038620,99999, 20181207,   50.3,24,   46.0,24, 1009.2, 7, 1008.0, 7,   5.1,22,  16.4,24,  22.9,  35.9,   55.4*,  44.4*, 0.24G,999.9, 010000,
038620,99999, 20181208,   50.1,24,   44.2,24, 1007.8, 6, 1006.6, 6,   7.4,23,  17.9,24,  22.9,  34.0,   55.4*,  43.9 , 0.47G,999.9, 010000,
038620,99999, 20181209,   49.0,24,   43.5,24, 1003.8, 6, 1002.5, 6,   7.1,23,  15.3,24,  21.0,  31.1,   52.3*,  44.6*, 0.19G,999.9, 010000,
038620,99999, 20181210,   43.1,24,   39.3,24, 1026.6, 7, 1025.3, 7,   8.0,17,   5.8,24,   9.9, 999.9,   50.0*,  35.6*, 0.00G,999.9, 000000,
038620,99999, 20181211,   42.4,24,   38.8,24, 1026.1, 7, 1024.8, 7,   5.6,24,   4.4,24,   9.9, 999.9,   51.8*,  29.1 , 0.00G,999.9, 110000,
038620,99999, 20181212,   46.8,24,   37.1,24, 1019.2, 8, 1018.1, 8,   9.1,24,  11.9,24,  18.1,  26.0,   48.9*,  43.9*, 0.01G,999.9, 000000,
038620,99999, 20181213,   40.7,24,   31.0,24, 1015.6, 9, 1014.4, 9,   9.2,22,  13.7,24,  19.0,  28.9,   44.2*,  32.4*, 0.00G,999.9, 000000,
038620,99999, 20181214,   37.3,24,   29.8,24, 1020.1, 7, 1018.9, 7,   7.6,24,   8.4,24,  11.1, 999.9,   41.2*,  30.2*, 0.00G,999.9, 000000,
038620,99999, 20181215,   44.3,24,   39.5,24, 1015.0, 8, 1013.7, 8,   6.7,24,  14.7,24,  21.0,  34.0,   52.0 ,  39.9 , 0.00G,999.9, 010000,
038620,99999, 20181216,   43.6,24,   41.2,24, 1005.9, 8, 1004.7, 8,   8.0,21,   6.5,24,  14.0, 999.9,   50.4*,  33.8*, 1.49G,999.9, 010000,
038620,99999, 20181217,   46.1,24,   43.3,24, 1013.1, 7, 1011.8, 7,   9.1,21,   7.1,24,  15.0, 999.9,   53.6*,  35.1*, 0.37G,999.9, 110000,
038620,99999, 20181218,   49.3,24,   46.0,24, 1011.7, 8, 1010.5, 8,   6.0,23,  14.5,24,  20.0,  32.1,   51.8*,  44.4*, 0.00G,999.9, 010000,
038620,99999, 20181219,   46.9,24,   43.1,24, 1003.5, 8, 1002.2, 8,   6.8,24,   7.0,24,  17.1, 999.9,   49.6*,  42.1 , 0.76G,999.9, 110000,
038620,99999, 20181220,   48.3,24,   44.0,24, 1004.4, 8, 1003.2, 8,   7.1,23,   9.8,24,  17.1, 999.9,   53.6*,  41.5 , 0.27G,999.9, 010000,
038620,99999, 20181221,   53.2,24,   48.6,24, 1001.7, 9, 1000.5, 9,   6.8,24,  14.4,24,  24.1,  35.0,   55.4*,  48.2 , 0.30G,999.9, 010000,
038620,99999, 20181222,   48.8,24,   44.5,24, 1015.4,10, 1014.2,10,   8.4,19,   8.2,24,  15.9, 999.9,   53.6*,  42.8*, 0.00G,999.9, 000000,
038620,99999, 20181223,   52.5,24,   51.0,24, 1020.2, 7, 1019.0, 7,   5.5,24,   7.9,24,  11.1, 999.9,   57.2*,  41.7 , 0.28G,999.9, 010000,
038620,99999, 20181224,   44.4,24,   42.8,24, 1029.1, 9, 1027.9, 9,   6.9,24,   4.7,24,   8.0, 999.9,   48.2*,  39.6*, 0.25G,999.9, 110000,
038620,99999, 20181225,   48.2,24,   47.1,24, 1033.4,20, 1032.2,20,   5.2,24,   4.2,24,   6.0, 999.9,   50.0*,  38.8 , 0.00G,999.9, 010000,
038620,99999, 20181226,   46.5,24,   44.5,24, 1030.8, 8, 1029.5, 8,   4.8,24,   3.3,24,   8.0, 999.9,   51.8*,  38.1*, 0.02G,999.9, 100000,
038620,99999, 20181227,   36.9,24,   36.0,24, 1026.7, 7, 1025.4, 7,   1.6,21,   2.6,24,   4.1, 999.9,   46.4*,  30.2*, 0.00G,999.9, 100000,
038620,99999, 20181228,   42.2,24,   40.9,24, 1029.2, 7, 1028.0, 7,   3.7,24,   2.1,24,   5.1, 999.9,   48.6*,  29.5 , 0.01G,999.9, 100000,
038620,99999, 20181229,   50.7,24,   47.7,24, 1034.2, 7, 1032.9, 7,   7.7,24,   6.6,24,  12.0, 999.9,   54.1*,  43.0 , 0.00G,999.9, 000000,
038620,99999, 20181230,   50.0,24,   48.0,24, 1035.8, 7, 1034.6, 7,   7.9,24,   5.8,24,   9.9, 999.9,   50.5*,  49.1*, 0.00G,999.9, 000000,
038620,99999, 20181231,   48.5,24,   44.2,24, 1036.6,10, 1035.3,10,  11.2,24,   5.6,24,   8.9, 999.9,   50.0*,  46.4*, 0.00G,999.9, 010000,
